author	difficulty	date	topic1	text	topic2	topic3	answer	hint	solution	topics
Ирина Шпаковская	30	2017.0	комбинаторика	"а) Флаг королевства Эндора состоит из трех горизонтальных полос – зеленой, синей и красной, но никто не знает, в каком порядке идут полосы. Сколько разных флагов можно составить?
б) Флаг Новой Эндоры (переименована после прихода к власти Васисуалия III) состоит из четырех полос – зеленой, синей, красной и желтой. Сколько теперь вариантов флага есть?
в) Флаг Старой Эндоры (тогда она была княжеством) состоит из тех же полос, что и флаг Эндоры, но в центре одной из полос – герб. Сколько различных староэндорских флагов можно составить? "						комбинаторика, , 
Ирина Шпаковская	30	2017.0	комбинаторика	"В секретной шпионской организации «Рассвет Эндоры» каждый агент имеет номер, состоящий из буквы английского алфавита и цифры. 
а) Когда организация только начинала свое существование, в названиях участвовали цифры от 1 до 4 и буквы от A до D. Сколько было агентов в организации с самого начала?
б) Сейчас в организации используются цифры от 1 до 7 и буквы от A до L. Сколько сейчас агентов в организации?"						комбинаторика, , 
Ирина Шпаковская	30	2017.0	комбинаторика	"Для того, чтобы стать министром при дворе короля Васисуалия III, нужно ответить на три вопроса. Помогите Лорду Эндорию стать министром.
а) Сколько всего трехзначных чисел?
б) А сколько всего трехзначных чисел, все цифры которых четные?
в) А трехзначных чисел, в которых первая цифра нечетная, вторая четная, а третья – делится на 3?"						комбинаторика, , 
Ирина Шпаковская	30	2017.0	комбинаторика	"а) Сколько способов можно выбрать из кабинета министров, в котором 25 человек, председателя?
б) А сколько способов выбрать двух секретарей?
в) А председателя и его заместителя? 
Король Эндоры Васисуалий III приказал придумать новые слова. Король очень любит буквы Й, О, С и Г."						комбинаторика, , 
Ирина Шпаковская	30	2017.0	комбинаторика	"а) Сколько трехбуквенных слов можно составить из этих букв без повторений?
б) А если буквы в слове повторять можно?
в) А слов из 4 букв?"						комбинаторика, , 
Ирина Шпаковская	30	2017.0	комбинаторика	"Сумасшедший король Эндоры Васисуалий III боится отравления и потому обедает по таким правилам: Каждый день он заказывает в кафе некий набор блюд, причем каждый день набор разный (он отличается по составу и количеству). После того, как все наборы заканчиваются, Васисуалий больше никогда в кафе не приходит.
а) Сколько дней Васисуалий ел в кафе «Одуванчик», если в нем только 3 блюда?
б) Сколько дней Васисуалий кушал в кафе «Ромашка», если в нем 10 блюд?
в) А сколько раз ресторан «Розовый сад» принимал у себя короля, если в нем целых 100 блюд?"						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Монету бросают трижды. Сколько различных последовательностей орлов и решек может при этом получиться?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Игральный кубик бросают дважды. Сколько различных последовательностей точек может при этом получиться? А сколько разных сумм точек? А если кубик бросают трижды?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Алфавит племени Амбо-Умбо состоит из букв А и У. Словом считается любая последовательность, состоящая не более, чем из 5 букв. Сколько слов в словаре Амбо-Умбо? 						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Алфавит племени Амбо-Умбо состоит из 3 букв – А, У и М. Словом считается любая последовательность, состоящая не более, чем из 4 букв. Сколько слов в словаре Амбо-Умбо? А если первая и последняя буква в слове должны быть одинаковыми?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	В классе 15 человек. Сколькими способами можно выбрать а) одного человека на конкурс стихов и одного на конкурс песен  б) двоих человек на олимпиаду по математике?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	В классе 15 человек. Сколькими способами можно выбрать 3 человек на олимпиаду по русскому языку? А 4 человек в школьный совет?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	У Коли есть 4 машинки разных цветов. Сколькими способами он может выстроить их в ряд?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Сколько существует пятизначных чисел, в записи которых встречаются только нечетные цифры, причем каждая цифра встречается ровно один раз?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Каких трехзначных чисел больше — тех, в записи которых есть цифра 1, или тех, в записи которых ее нет? А пятизначных? А семизначных?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Сколько существует шестизначных чисел, у которых каждая следующая цифра меньше предыдущей?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Флаг государства Х  состоит из 3 полос (неизвестно, вертикальных или горизонтальных), и на одной из полос изображена крепость. Сколько вариантов флага может быть, если известно, что одна из полос фиолетовая, одна синяя и одна голубая?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	В магазине продаются красные, синие, зеленые и желтые шарики. Сколькими способами можно купить 6 шариков, если среди них обязательно должны встретиться все четыре цвета?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	Сколько костей в наборе домино? А сколько было бы костей, если бы на них было от 0 до 10 точек?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	У Светы 6 игрушек, и каждый день она носит одну или несколько из них с собой в детский сад, причем хочет, чтобы наборы не повторялись. На сколько дней ей хватит игрушек?						комбинаторика, , 
Елена Фадеева	50	2017.0	комбинаторика	В следующих задачах у Коли есть набор машинок некоторых цветов. Нужно посчитать, сколькими способами он может выстроить их в ряд. К – краcный цвет, С – синий, Ж – желтый, З – зеленый. 1)ККСЗ   2)КККСЗ   3)КСЗЖЖ   4)КЖЖЖ  5)ККЗЗЖ						комбинаторика, , 
арт	20	2012.0	комбинаторика	Мария сделала уроки и подумала: «Ну, теперь отдохну – сначала почитаю книгу, потом порисую, а потом посмотрю мультики. Или нет -  сначала мультики, потом …». Скажите, сколько вариантов её программы отдыха, возможно.   						комбинаторика, , 
арт	20	2012.0	комбинаторика	Жители одной деревни красят двери, стены и крыши своих домов. У них имеется только синяя, зелёная  и красная краски.  Каждый житель не применяет одну и туже краску дважды, то есть не может быть так, чтобы  например дверь и крыша были одного цвета. Оказалось, что все домики в деревне имеют разную раскраску. Какое наибольшее число домов  в деревне? 						комбинаторика, , 
арт	20	2012.0	комбинаторика	Незнайка решил стать фотографом. В своей студии он поставил скамеечку, стул, и кресло. И пригласил Лилию, Гуньку и Пёстренького. Сколько различных фотографий сделал Незнайка,  рассаживая друзей по различным местам?  						комбинаторика, , 
арт	20	2012.0	комбинаторика	Из города А в город Б ведут три дороги. Из города Б в город В тоже три дороги. Сколько различных маршрутов из города А в город В через город Б?						комбинаторика, , 
арт	20	2012.0	комбинаторика	У Марии три часа на отдых. Она планирует: «Час читаю книгу, потом час рисую и потом час смотрю мультики. Хотя нет, книга интересная, и я  сначала два часа читаю книгу, а потом час – мультики. Или нет….». Сколько вариантов её программы отдыха, возможно?						комбинаторика, , 
арт	20	2012.0	комбинаторика	"Страшила став правителем  Изумрудного города обнаружил во дворце потайную дверь, запертую на три замка. Три ключа висели на гвоздике рядом. Страшила не знает, какие из трех замков заперты, а какие открыты. Повернув ключ в замочной скважине, он, может быть, отпирает замок, а может быть, наоборот запирает. 
Повернув наудачу выбранный ключ, Страшила, может сразу откроет дверь, а может это произойдёт после второго, третьего поворота или иного по счёту поворота. Какое наибольшее количество поворотов ключей придётся сделать, прежде, чем дверь откроется? Примечание: Страшила разумный , и поэтому стремится сделать наименьшее число поворотов ключей."						комбинаторика, , 
арт	20	2012.0	комбинаторика	   Из десяти учеников надо выбрать одного дежурного. Сколькими способами это можно сделать?						комбинаторика, , 
арт	20	2012.0	комбинаторика	   Из десяти учеников надо выбрать двух дежурных. Сколькими способами это можно сделать?						комбинаторика, , 
арт	20	2012.0	комбинаторика	   Из десяти учеников надо выбрать одного дежурного и одного ответственного за мел . Сколькими способами это можно сделать?						комбинаторика, , 
ЗМШ	30	2013.0	комбинаторика	У Максима есть пять конфет разной вкусности. Он хочет съесть две конфеты, но есть их можно только по возрастанию вкусности, то есть после съедения какой-нибудь конфеты нельзя съедать конфету меньшей вкусности. Опишите все способы это сделать, которые есть у Максима, составив дерево вариантов. Сколько получилось способов? Та же задача, но Максим хочет съесть три конфеты.						комбинаторика, , 
ЗМШ	30	2013.0	комбинаторика	"Имеется 4 вида конвертов без марок и 3 вида марок одного достоинства. Перечислите все способы
выбрать конверт с маркой для посылки письма. Сколько их?"						комбинаторика, , 
ЗМШ	30	2013.0	комбинаторика	"Монету бросают 3 раза. Перечислите все последовательности орлов и решек, которые можно при
этом получить. Сколько их?"						комбинаторика, , 
ЗМШ	30	2013.0	комбинаторика	"Иногда Андрей прогуливает школу в такие дни он не приходит вообще ни на один урок. Но два
дня подряд Андрей прогуливать не хочет. Сколькими способами Андрей может выбрать, прогуливать ли
школу и в какие дни, если всего дней три? Опишите все способы это сделать, составив дерево вариантов. А если дней четыре?"						комбинаторика, , 
ЗМШ	30	2013.0	комбинаторика	Сколькими способами можно поставить в ряд трех ребят?						комбинаторика, , 
ЗМШ	30	2013.0	комбинаторика	Сколькими способами можно переставить буквы в слове КВАС?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"На вершину горы ведут 4 дороги. Сколькими способами турист может подняться на гору и спуститься с нее? Перечислите все способы. Сколько их? То же самое при условии1 что спуск и подъем происходят по разным путям. Перечислите все способы.
Сколько их?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколькими способами можно указать на шахматной доске два квадрата - черный и белый?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"В магазине продают 5 сортов шоколадных конфет1 4 сорта мармелада и З сорта леденцов. Сколькими
способами можно приобести три конфеты разных типов? А две
конфеты разных типов?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Алфавит племени Мумбо-Юмбо состоит из трех букв А1 Б и В. Словом является любая последовательность1 состоящая ровно из 4 букв. Сколько слов в языке племени Мумбо-Юмбо?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Монету бросают 10 раз. Сколько последовательностей орлов и решек можно при этом получить?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Сколькими способами можно выбрать из полной колоды карт (52 карты) по одной карте каждой
Масти?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"У людоеда есть восемь пленников. Сколькими способами он может составить себе меню на день -
Завтрак, обед и ужин? За один прием пищи съедается ровно один пленник."						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколькими способами можно поставить в ряд 10 ребят?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколькими способами можно выбрать из 10 ребят четырех и поставить их в ряд?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	На железнодорожной станции имеется 9 светофоров. Сколько может быть дано различных сигналов, если каждый светофор имеет три состояния: красный1 желтый и зеленый?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Надо послать 6 срочных писем. Сколькими способами это можно сделать, если для передачи писем
можно послать трех курьеров и каждое письмо можно дать любому из курьеров?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Сколько можно составить пятибуквенных слов из букв алфавита русского языка? Слова здесь -
это просто последовательности букв, необязательно осмысленные."						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Как известно, компьютер работает с двоичными кодами, которые представляют собой записи,
составленные из нулей и единиц (например, 11001011). Количество знаков в коде называется его длиной.
Сколько разных символов можно закодировать двоичными кодами длины 5? Длины 10? Длины n?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Сигнальное устройство состоит из пяти одноцветных лампочек, расположенных в ряд. Сколько
различных сигналов можно подать с его помощью? А сколько, самое меньшее, надо взять лампочек, чтобы
можно было подать 200 различных сигналов?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Имеется 10 различных книг. Сколькими различными способами можно выбрать из них одну или
несколько книг для подарка?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Сколькими способами можно выбрать из 15 человек группу людей для работы? (В группу должно
входить не менее двух человек)"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"В команде из 6 человек нужно выбрать капитана и помощника. Сколько существует способов это
Сделать?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколькими способами можно выбрать 6 фруктов из 7 разных фруктов?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколько существует шестизначных чисел, в записи которых нет четных цифр?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколько существует шестизначных чисел, в записи которых хотя бы одна четная цифра?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Имеется 10 лампочек. Сколько есть способов зажечь нечетное число из этих лампочек?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	Сколько существует 4-значных чисел, сумма цифр которых четна?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Сколькими способами можно расставить 8 ладей на шахматную доску, чтобы они не били друг
Друга?"						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Сколькими способами можно переставить буквы в слове ПРОБЛЕСК так, чтобы буква П шла непо-
средственно после буквы О?"	буквы					комбинаторика, буквы, 
ЗМШ	31	2013.0	комбинаторика	Выписаны всевозможные строки из нулей и единиц длины 8. Сколько всего выписано единиц?						комбинаторика, , 
ЗМШ	31	2013.0	комбинаторика	"Ладья стоит на левом поле клетчатой полоски 1 на 30 и за ход может сдвинуться на любое количество
клеток вправо. Сколькими способами она может добраться до крайнего правого поля?"	шахматы					комбинаторика, шахматы, 
Нина	20	2013.0	комбинаторика	Сколькими способами можно расставить двух  белых ферзей на шахматную доску, чтобы они не били друг друга?						комбинаторика, , 
Нина	20	2013.0	комбинаторика	Сколькими способами можно расставить белого и черного ферзей на шахматную доску, чтобы они не били друг друга?						комбинаторика, , 
Нина	20	2013.0	комбинаторика	В ленту длиной десять клеток вписывают числа от 1 до 10. При чем каждое следующее приписывают только рядом с уже существующим числом. Сколько способов заполнить таблицу существует?						комбинаторика, , 
Нина	20	2013.0	комбинаторика	Сколько существует способов поставить белого и черного ферзя на шахматную доску?						комбинаторика, , 
Нина	20	2013.0	комбинаторика	Сколько существует способов поставить двух черных ферзей на доску?						комбинаторика, , 
Нина	20	2013.0	комбинаторика	На  ленте 1 на 100 на каждом шаге можно идти вдоль горизонтальной  части клетки или вдоль вертикальной. Сколько существует способов дойти от одного края до другого?						комбинаторика, , 
ЗМШ	32	2013.0	комбинаторика	"Сколько различных слов можно получить, переставляя буквы в слове
а) ААХАА?
б) КААМА?
в) КЛМАА?
г) ГААГА?
д) СЛОВО?
е) МОЛОКО?
ј) КАРКАС?
ж) МАТЕМАТИКА?"	слова					комбинаторика, слова, 
ЗМШ	32	2013.0	комбинаторика	"а) В команде из 5 человек нужно выбрать капитана и его заместителя. Сколько есть способов это
сделать?
б) То же, но нужно выбрать двух капитанов.
в) То же, но нужно выбрать капитана, старшего помощника и младшего помощника.
г) То же, но нужно выбрать капитана и двух его помощников.
д) То же, но нужно выбрать трјх капитанов."						комбинаторика, , 
ЗМШ	32	2013.0	комбинаторика	"Сколькими способами можно поставить на шахматную доску
а) черную и белую ладьи; б) две белых ладьи так, чтобы они не били друг друга?"	шахматы					комбинаторика, шахматы, 
ЗМШ	41	2013.0	комбинаторика	Какое наибольшее количество двузначных чисел можно взять, чтобы сумма никаких двух из них не равнялась 100?						комбинаторика, , 
ЗМШ	41	2013.0	комбинаторика	Дано 11 различных натуральных чисел, не больших 20. Докажите, что из них всегда можно выбрать два, одно из которых делится на другое.						комбинаторика, , 
ЗМШ	41	2013.0	комбинаторика	Какое наибольшее количество а) ладей; б) королей; в) коней; г) слонов можно поставить на шахматной доске так, чтобы никакие две фигуры друг друга не били?						комбинаторика, , 
ЗМШ	41	2013.0	комбинаторика	Можно ли в клетки таблички 6 на 7 вписать 20 крестиков и 22 нолика так, чтобы в каждом квадрате 2 на 2 и в каждом прямоугольнике 1 на 4 стояло хотя бы два крестика?						комбинаторика, , 
ЗМШ гость	30	2017.0	логика	В забеге шести спортсменов Андрей отстал от Бориса и еще от двух спортсменов. Виктор финишировал после Дмитрия, но ранее Геннадия. Дмитрий опередил Бориса, но все же пришел после Евгения. Какое место занял каждый спортсмен?	таблицы					логика, таблицы, 
ЗМШ гость	30	2017.0	логика	В забеге шести спортсменов Андрей отстал от Бориса и еще от двух спортсменов. Виктор финишировал после Дмитрия, но ранее Геннадия. Дмитрий опередил Бориса, но все же пришел после Евгения. Какое место занял каждый спортсмен?	таблицы					логика, таблицы, 
ЗМШ гость	30	2017.0	логика	Пять первоклассников стояли в шеренгу и держали 37 флажков. У всех справа от Таты  — 14 флажков, справа от Яши  — 32, справа от Веры  — 20, справа от Максима  — 8. Сколько флажков у Даши?	таблицы					логика, таблицы, 
ЗМШ гость	30	2017.0	логика	В чашке, стакане, кувшине и банке находятся молоко, лимонад, квас и вода. Известно, что вода и молоко не в чашке; сосуд с лимонадом стоит между кувшином и сосудом с квасом; в банке не лимонад и не вода; стакан стоит около банки и сосуда с молоком. В какой сосуд налита каждая из жидкостей?	таблицы					логика, таблицы, 
ЗМШ гость	30	2017.0	логика	На одном заводе работают 3 друга: токарь, сварщик и слесарь. Их фамилии Иванов, Петров и Сидоров. У слесаря нет ни братьев ни сестёр. Он - самый младший из друзей. Сидоров, женатый на сестре Петрова, старше токаря. Назовите профессии каждого из друзей.	таблицы					логика, таблицы, 
ЗМШ гость	30	2017.0	логика	В корзине лежат 30 грибов. Среди любых 12 из них имеется хотя бы один рыжик, а среди любых 20 грибов — хотя бы один груздь. Сколько рыжиков и сколько груздей в корзине?	таблицы					логика, таблицы, 
ЗМШ гость	30	2017.0	логика	На лужайке босоногих мальчиков столько же, сколько обутых девочек. Кого на лужайке больше, девочек или босоногих детей?	таблицы					логика, таблицы, 
ЗМШ гость	40	2017.0	логика	"Познакомимся с тремя людьми: Алешиным, Беляевым и Белкиным. Один из них – архитектор, другой – бухгалтер, третий – археолог. Один живет в Белгороде, другой – в Брянске, третий в Астрахани. Требуется узнать, кто где живет и у кого какая профессия.
1) Белкин бывает в Белгороде лишь наездами и то весьма редко, хотя все его родственники постоянно живут в этом городе.
2) У двух из этих людей названия профессий и городов, в которых они живут, начинаются с той же буквы, что и их фамилии.
3) Жена архитектора доводится Белкину младшей сестрой."	таблицы					логика, таблицы, 
ЗМШ гость	40	2017.0	логика	В чашке, стакане, кувшине и банке находятся молоко, лимонад, квас и вода. Известно, что вода и молоко не в чашке; сосуд с лимонадом стоит между кувшином и сосудом с квасом; в банке не лимонад и не вода; стакан стоит около банки и сосуда с молоком. В какой сосуд налита каждая из жидкостей?	таблицы					логика, таблицы, 
ЗМШ гость	40	2017.0	логика	"Три сестры: Полина, Саша и Арина. Они приехали из деревни в большой город учиться. Одна сестра стала строителем, одна архитектором, а третья поваром. Позже все сестры вышли замуж. Одного мужа звали господин Адамсон, второго просто Педро, а третьего величали доктором Смитом.
Ни у кого в семьях не совпали первые буквы профессии, имени мужа и жены. (то есть Саша не стала строителем и ее муж не Смит). Как зовут жену доктора, если жена Педро не строитель?"	таблицы					логика, таблицы, 
ЗМШ гость	40	2017.0	логика	Однажды на отдыхе за круглым столом оказались пятеро ребят родом из Москвы, Санкт-Петербурга, Новгорода, Перми и Томска: Юра, Толя, Алеша, Коля и Витя. Москвич сидел между томичом и Витей, санкт-петербуржец - между Юрой и Толей, а напротив него сидели пермяк и Алеша. Коля никогда не был в Санкт-Петербурге, а Юра не бывал в Москве и Томске, а томич с Толей регулярно переписываются. Определите, в каком городе живет каждый из ребят.	таблицы					логика, таблицы, 
ЗМШ гость	40	2017.0	логика	"Джон, Дик и Роджер - цирковые клоуны. Во время отпуска они зарабатывают, как могут - каждый из них владеет двумя профессиями из шести: писатель, трубач, водитель грузовика, игрок в гольф, парикмахер, инженер. Сможете ли вы определить, кто какими профессиями владеет, если:
Водитель грузовика ухаживает за сестрой игрока в гольф.
Трубач и инженер посещают школу верховой езды вместе с Джоном.
Водитель грузовика насмехается над длинными ногами трубача.
Дик получил от инженера в подарок коробку шоколадных конфет.
Игрок в гольф купил подержанную машину у писателя.
Роджер съедает пиццу быстрее, чем Дик и игрок в гольф."	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	На столе лежат в ряд фигуры: треугольник, ромб, круг и квадрат. Цвета этих фигур - зеленый, чёрный, синий, красный. Фигура красного цвета лежит между зеленой и синей, справа от чёрной фигуры лежит ромб, круг лежит правее треугольника и ромба, причем треугольник лежит не с краю и, наконец, фигура синего цвета не лежит рядом с фигурой чёрного цвета. Какого цвета круг?	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Когда через реку имени королевы Рейчел был построен мост, она решила взимать плату за проход по нему. Каждый человек, проходивший по мосту, должен был платить 0,05 от цены своих ботинок! Так, если туфли стоили 1 доллар, их владелец должен был заплатить пять центов в качестве пошлины. Использую данную ниже информацию, выясните: кто сколько был вынужден заплатить, проходя по мосту королевы, и какого цвета были туфли пешеходов.
1. Ботинки Курта не зеленого цвета. Туфли, стоящие 3,60$, тоже имеют другой цвет.
2. Человек в голубых ботинках должен заплатить пошлину в 36 центов.
3. Табер заплатил больше Синди, и ни у одного из них не было черных ботинок.
4. Человек, чьи туфли стоят 3,60$, не Калеб.
5. Тот, чьи ботинки не зеленые и не красные, заплатил 18 центов.
6. Владелец красных ботинок заплатил пошлину в 14 центов.
7. Калеб заплатил 24 цента.
8. Человек в белых ботинках заплатил 38 центов.
9. Туфли Синди голубого цвета.
Имена людей: Никита, Синди, Курт, Табер, Калеб.
Цвета ботинок: красный, зеленый, голубой, белый, черный.
Стоимость ботинок: 2,80$, 3,60$, 4,80$, 7,20$, 7,60$"	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Зараза, Заноза, Зубило и Зубрила учатся в группах орки, гоблины, тролли и кобольды. Они же владеют разным оружием: топор, кистень, моргенштерн и алебарда, но каждый только одним.
Известно:
Зараза не кобольд и не гоблин, и не владеет ни моргенштерном, ни топором.
Тролль машется алебардой.
Зубило не кобольд, зато у него есть кистень.
Заноза не владеет топором, а еще он не кобольд и не гоблин.
Тот, кто машется моргенштерном, не гоблин.
Кого как зовут и каким оружием он владеет?"	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Однажды три ученика из группы эльфов (Варя, Миша и Люба) встретила трех учеников из других групп: хоббита, гнома и джина. Оказалось, что у них такие же имена, что и у эльфов. Кроме того, выяснилось, что:
1) Эльф Варя учится в школе №1234. 2) не-эльф Люба обыграла джина в завалинку. 3) Эльф, который учится в одной школе с гномом, нарешал задач ровно в три раза больше гнома.
4) гном живет учится в школе №1342
5) Эльф, который является тезкой гнома, учится в школе №4321.
6) Эльф Миша нарешал 47 задач за время смены
Как зовут хоббита?"	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Артем, Саша и Женя – ученики школы 3х3. Каждый из имеет два хобби из шести: танцы, пение, коллекционирование бабочек, волейбол, кулинария и авиамоделирование. Сможете ли вы определить, кто какими профессиями владеет, если:
  Коллекционер знаком с сестрой волейболиста.
  Певец и авиамоделист оказались в одной учебной группе вместе с Артемом.
 Коллекционер обыграл певца в замес.
 Саша ходит с авиамоделистом в одну школу.
 Волейболист живет в соседней комнате с танцором.
 Женя может стоять на руках дольше, чем Саша и волейболист"	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Перед Вами пять коробочек: белая, черная, красная, синяя и зелёная. Также есть по два шарика для каждого из цветов. В каждой коробочке лежит по два шарика, причём цвета коробочки и шариков могут не совпадать. Также известно, что:
1. Ни один шарик не лежит в коробочке того же цвета, что и он сам;
2. В красной коробочке нет синих шариков;
3. В коробочке нейтрального цвета (то есть белого или чёрного) лежит один красный и один зелёный шарик;
4. В чёрной коробочке лежат шарики холодных тонов (зелёный и синий цвета);
5. В одной из коробочек лежат один белый и один синий шарик;
6. В синей коробочки находится один чёрный шарик.
Какого цвета шарики лежат в каждой коробочке? "	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Марина, Лариса, Жанна и Катя умеют играть на разных инструментах (рояле, арфе, гитаре, скрипке), но каждая только на одном. Они же знают иностранные языки (английский, французский, немецкий, испанский), но каждая только один.
Известно:
Девушка, которая играет на гитаре, говорит по-испански.
Лариса не играет ни на скрипке, ни на арфе и не знает английского языка.
Марина не играет ни на скрипке, ни на арфе и не знает ни немецкого, ни английского языка.
Девушка, которая говорит по-немецки, не играет на арфе.
Жанна знает французский язык, но не играет на скрипке.
Кто на каком инструменте играет? Кто какой знает язык?"	таблицы					логика, таблицы, 
ЗМШ гость	41	2017.0	логика	"Однажды три профессора (профессор Белов, профессор Петров и профессор Сидоров) сидели в небольшом кафе и разговорились с местным персоналом. Оказалось, что бармен, официант и повар - однофамильцы профессоров (будем их называть просто Белов, Петров и Сидоров без титула). Кроме того, выяснилось, что:
1) Профессор Белов живет на проспекте Культуры.
2) Профессор, который является однофамильцем официанта, живет на Рижской улице.
3) Зарплата проф. Петрова - 55 тысяч.
4) Официант живет на улице Заречной.
5) Сидоров на прошлой неделе обыграл повара в карты.
6) Зарплата профессора, который живет в одном доме с официантом, ровно в три раза больше зарплаты официанта.
Как зовут бармена?"	таблицы					логика, таблицы, 
