author	difficulty	date	topic1	text	topic2	topic3	answer	hint	solution	topics
ЗМШ гость	41	2017.0	логика	В Берлине жили четыре мальчика, с именами Дитрих, Альберт, Карл и Фридрих. Фамилии у детей такие же, что и имена, только так, что ни у кого из них фамилия и имя не были одинаковыми, кроме того, фамилия Дитриха не Альберт. Определите фамилию и имя каждого мальчика, если известно, что имя мальчика, у которого фамилия Фридрих, это фамилия того мальчика, имя которого - фамилия Карла.	таблицы					логика, таблицы, 
Ираклий Гагуа	42	2010.0	логика	На одном судебном процессе было трое подсудимых: Соня, Мартовский Заяц и Болванщик. Каждый из них обвинял одного из двух остальных. Правду сказала только Соня. Если бы каждый обвинял не того, кого он обвинял, а другого, то Болванщик был бы единственным, кто сказал правду. Кто виноват?						логика, , 
Ираклий Гагуа	42	2010.0	логика	На втором судебном процессе с теми же подсудимыми Заяц обвинял Болванщика. Показания остальных были утеряны. В ходе расследования выяснилось, что только один из подсудимых сказал правду, причём именно он и был виновен. Кто был виноват?						логика, , 
Ираклий Гагуа	42	2010.0	логика	Кого больше: шахматистов, кроме тех шахматистов, которые не математики, или математиков, кроме тех математиков, которые не шахматисты?						логика, , 
Ираклий Гагуа	42	2010.0	логика	Лучший шахматист среди математиков и лучший математик среди шахматистов – обязательно ли это один и тот же человек?						логика, , 
Ираклий Гагуа	42	2010.0	логика	Старейший математик среди шахматистов и старейший шахматист среди математиков – обязательно ли это один и тот же человек?						логика, , 
Ираклий Гагуа	42	2010.0	логика	В вазе 10 цветов. Известно, что 1) хотя бы один из цветов в синий; 2) среди любых двух цветов найдется красный. Сколько в вазе красных цветов?						логика, , 
Ираклий Гагуа	43	2010.0	логика	"Встретились как-то два островитянина и первый сказал второму: ""Мы оба лжецы"". Кто первый и кто второй?"						логика, , 
Ираклий Гагуа	43	2010.0	логика	"В другой раз встретились другие два жителя острова, и первый сказал второму: ""Среди нас есть рыцарь"". Кто первый и кто второй?"						логика, , 
Ираклий Гагуа	43	2010.0	логика	"За круглым столом сидят 10 человек. Требуется установить (в задачах а-ж), сколько рыцарей и сколько лжецов может быть за столом, если каждый из них произносит одну и ту же фразу:
	(а) «Мой сосед справа – рыцарь».
	(б) «Мой сосед справа – лжец».
	(в) «Оба моих соседа – рыцари».
	(г*) «Оба моих соседа – лжецы».
	(д) «Хотя бы один из моих соседей – рыцарь».
	(е*) «Хотя бы один из моих соседей – лжец».
	(ж) «Мои соседи – лжец и рыцарь»."						логика, , 
Ираклий Гагуа	43	2010.0	логика	"В комнате собрались 10 жителей острова. Первый сказал: ""Тут ровно один рыцарь"". Второй сказал: ""Тут ровно два рыцаря"". И так далее. Десятый сказал: ""Тут ровно десять рыцарей"". Сколько рыцарей могло быть среди них?"						логика, , 
Ираклий Гагуа	43	2010.0	логика	В комнате находятся 12 жителей острова Орил. Один из них сказал: “Здесь нет ни одного рыцаря”, второй: “Здесь не более одного рыцаря”, третий: “Здесь не более двух рыцарей” и т.д., двенадцатый: “Здесь не более одиннадцати рыцарей”. Сколько в комнате рыцарей?						логика, , 
Ираклий Гагуа	43	2010.0	логика	За круглым столом сидят 2016 человек (лжецы и рыцари).  Каждый из сидящих за столом произнес: «Напротив меня сидит лжец». Сколько лжецов за столом?						логика, , 
Дмитрий	70	2011.0	логика	"Жанна загадала названия двух дней недели на бук­ву ""п"", причем известно, что один из загаданных ею дней не понедельник. Что за дни недели загада­ла Жанна?"	и и или					логика, и и или, 
Дмитрий	70	2011.0	логика	Есть три карандаша разного цвета и разного разме­ра. Верно ли, что найдутся карандаши разные по цвету и по размеру?	и и или					логика, и и или, 
Дмитрий	70	2011.0	логика	В некоторых клетках квадрата 15 на 15 расставле­ны звездочки. Обязательно ли существует столбец, в котором нечетное число звездочек или строка, в ко­торой четное число звездочек?	и и или					логика, и и или, 
Дмитрий	70	2011.0	логика	В магазин привезли платья двух цветов и двух фа­сонов. Всегда ли можно выбрать для витрины 2 платья, чтобы были представлены все цвета и все фасоны?	и и или					логика, и и или, 
Дмитрий	70	2011.0	логика	В магазин привезли платья трех цветов и трех фа­сонов. Всегда ли можно выбрать для витрины 3 платья, чтобы были представлены все цвета и все фасоны?	и и или					логика, и и или, 
Дмитрий	70	2011.0	логика	"Найдите наименьшее трехзначное число, для кото­рого  выполняется утверждение:
а) ""В этом числе есть двойка и тройка"".
б) ""В этом числе есть семерка или шестерка"".
в) ""В этом числе нет восьмерки и нет девятки"".
г) ""В этом числе нет пятерки или нет нуля"".
А теперь наибольшее."	и и или					логика, и и или, 
Дмитрий Трущин	51	2013.0	логика	"Давным давно островитянин Дерб сказал своим друзьям:
— Вчера мой сосед заявил мне, что он лжец!
Кем является Дерб — рыцарем или лжецом?"	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"Однажды 2013 островитян собрались на митинг. «Среди нас ровно один лжец,» —
сообщил первый. «Среди нас ровно два лжеца,» — заявил второй. «Среди нас ровно три
лжеца,» — воскликнул третий. Так продолжалось до тех пор, пока последний участник не
сказал: «Среди нас 2013 лжецов». Сколько же лжецов на митинге на самом деле?"	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"Как-то раз встретились два островитянина и один сказал другому: «По крайней мере
один из нас — лжец». Истроия умалчивает, ответил ли ему на это что–либо собеседник. Тем
не менее определите, кем являются оба."	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"В другой раз встретились два островитянина Абыр и Валг.
— По крайней мере один из нас — рыцарь, — глубокомысленно изрек Абыр.
— Но ты то уж точно лжец! — рассмеялся ему в лицо Валг.
Определите, кем являются оба."	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"Однажды в четверг после дождя между островитянами Тимом и Томом произошел
следующий диалог:
— Ты можешь сказать, что я рыцарь, — гордо заявил Тим.
— Ты можешь сказать, что я лжец, — грустно ответил ему Том.
Кем являются Тим и Том?"	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"Некогда перед судом предстали три островитянина, которых для конфиденциальности
мы обозначим А, Б и В. Известно, что преступление совершил ровно один из них, но кто
из них является рыцарями, а кто — лжецами, было неизвестно. — Б лжец. Но преступление совершил В, — заявил А.
— А и В либо оба рыцари, либо оба лжецы, — сообщил суду Б.
— Б говорит правду. Но тем не менее он и совершил преступление, — сказал В.
Поразмышляв недолго, судья не только сумел определить, кто есть кто, но и изобличить
преступника. А вы сумеете это сделать?"	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"Однажды в рамках акции «Передай привет другу» каждый из жителей острова
отправил письмо одному из своих друзей. На вопрос «Сколько писем вы получили?»
каждый житель острова ответил «Два.» Докажите, что лжецов на острове не меньше,чем
Рыцарей."	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"В незапамятные времена некий заезжий мудрец встретил двух островитян, которых
звали Инь и Янь. «Есть ли среди вас хотябы один лжец?» — спросил он. Инь дал мудрецу
ответ, однако, мудрец не смог определить, кем является каждый из них. «Принадлежите
ли вы к одному племени?» — спросил мудрец затем. Снова ему ответил Инь, и на этот раз
мудрец определил, кто есть кто. Сделайте это и вы."	рыцари					логика, рыцари, 
Дмитрий Трущин	51	2013.0	логика	"В клетках квадрата 4 на 4 стоят островитяне. В некоторый момент каждый из них
произнес: «Во всех соседних со мной клетках стоят лжецы». Какое наибольшее количество
лжецов могло быть среди них?"	рыцари					логика, рыцари, 
Ираклий Гагуа	51	2010.0	логика	Английский посол высказал некое истинное утверждение. Переводчик перевел это утверждение на русский язык, при этом он соврал. Как такое могло быть?						логика, , 
Ираклий Гагуа	51	2010.0	логика	Правда ли, что в этой комнате все попугаи говорящие?						логика, , 
Ираклий Гагуа	51	2010.0	логика	Даша нашла 9 фантиков, потом 8 из них потеряла. На следующий день она нашла 6 фантиков из тех, что потеряла. После этого она опять потеряла 4 фантика. Как за эти два дня изменилось число фантиков у Даши?						логика, , 
Ираклий Гагуа	51	2010.0	логика	Зоя сказала, что ей позавчера было 8 лет, в будущем году ей исполнится 11 лет. Как такое может быть?						логика, , 
Ираклий Гагуа	51	2010.0	логика	Я загадал два числа, которые в сумме дают 33. Хотя бы одно из этих чисел не равно 11. Попробуйте отгадать мои числа.						логика, , 
Ираклий Гагуа	51	2010.0	логика	Дочь отца директора разговаривает с отцом дочери директора, причем сам директор в разговоре не участвует. Как такое может быть?						логика, , 
Ираклий Гагуа	51	2010.0	логика	Нарисуйте две окружности и напишите несколько чисел так, чтобы сумма всех написанных чисел была равна 20. Кроме того, сумма чисел, стоящих в одной из окружностей должна быть в два раза больше суммы чисел, стоящих в другой окружности.						логика, , 
Ираклий Гагуа	51	2010.0	логика	"Три девочки нарисовали круг, квадрат и треугольник.
		Ася:		Я нарисовала круг.
		Галя:		Марина нарисовала круг.
		Марина:	Я нарисовала квадрат.
	Одна девочка пошутила. Кто что нарисовал?"	таблицы					логика, таблицы, 
Ираклий Гагуа	51	2010.0	логика	"В пруду живут три русалки: Ени, Напи и Абни. Одна из них спрятала сундук.
		Ени: 		Это сделала Напи.
		Напи:		Это работа Абни.
		Абни:		Это сделала я.
	Две из них соврали. Кто спрятал сундук?"	таблицы					логика, таблицы, 
Ираклий Гагуа	51	2010.0	логика	"Все утверждения умнейшего из ученых истинны, а все утверждения остальных двух ученых ложны.
		Капица:	Я самый умный. Менделеев не самый умный.
		Декарт:	Капица не самый умный. Я самый умный.
		Менделеев:	Я самый умный.
	Кто из них самый умный?"	таблицы					логика, таблицы, 
Ираклий Гагуа	51	2010.0	логика	"В вазе лежали зеленая груша, зеленое яблоко и красное яблоко. Пришли Антон, Боря и Ваня и съели по одному фрукту.
	Антон:  Я не ел яблоко.		Боря не ел ничего зеленого.
	Боря:	   Я не ел грушу.		Антон съел красное яблоко.
	Ваня:	   Мы с Борей ели яблоки.	Мы с Антоном ели зеленое."	таблицы					логика, таблицы, 
Ираклий Гагуа	51	2010.0	логика	"Полине, Яше и Феде 7, 8 и 9 лет.
	Полина:	Я старше всех.		Федя старше Яши.
	Яша:		Я старше всех.		Федя младше всех.
	Федя:		Я не самый младший	Полина старше всех."	таблицы					логика, таблицы, 
Елена Фадеева	41	2017.0	логика	Комиссия, состоящая из лжецов, пришла в школу, провела инспекцию и составила следующий отчет: «Все учителя имеют достаточный опыт. Никто из детей не опаздывает на уроки. Все родители довольны школьной столовой. Ни один из детей не ведет себя плохо. Некоторые школьники учатся на одни пятерки.» Как выглядел бы отчет, если бы комиссия состояла из рыцарей?						логика, , 
Елена Фадеева	41	2017.0	логика	"Отец с тремя детьми пришел в пиццерию. 
- Хочу, чтобы в пицце были помидоры или грибы, - сказала Аня.
- Пиццу с помидорами и грибами я есть не буду! – сказал Боря.
- Если будут помидоры, а грибов не будет, то я не буду есть, - сказал Ваня.
Какую пиццу может заказать отец, чтобы все дети ее ели?"						логика, , 
Елена Фадеева	41	2017.0	логика	"Андрей участвует в викторине. Он получает 4 ящика и 4 подсказки:
(1) Приз находится в синем или зеленом ящике.
(2) Приз находится в красном или желтом ящике.
(3) Приз находится в зеленом ящике.
(4) В желтом ящике приза нет.
Три подсказки ошибочны, а одна верная. Где находится приз?"						логика, , 
Елена Фадеева	41	2017.0	логика	Аня просит купить яблоки и сливы, Боря – яблоки или абрикосы, Витя – абрикосы или персики, Галя – яблоки и персики. Мама может купить только 3 вида фруктов. Как ей выполнить пожелания всех детей?						логика, , 
Елена Фадеева	41	2017.0	логика	Встретились 3 жителя острова рыцарей и лжецов – Ах, Ох и Ух. Один из них сказал: «Ах и Ох - оба лжецы», другой сказал: «Ах и Ух – оба лжецы» (но кто именно что сказал – неизвестно). Сколько всего лжецов среди этих трех аборигенов?						логика, , 
Алексей Жедь	71	2010.0	логика	"Однажды на лестнице был найден артефакт неизвестной цивилизации. На нем было 100 надписей на неизвестном языке, которые, как утверждают ученые, переводятся так.
“ На этом артефакте написано ровно 1 неверное утверждение”.
“ На этом артефакте написано ровно 2 неверных утверждения”.
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
“ На этом артефакте написано ровно 100 неверных утверждений”.
Если верить ученым, сколько среди этих утверждений верных?"						логика, , 
Алексей Жедь	71	2010.0	логика	Сегодня мама осьминога Пети сказала: “Все великие ученые были осьминогами ”. Петя говорит: “Я осьминог. Значит, я – великий ученый.” Правильно ли он рассуждает?						логика, , 
Алексей Жедь	71	2010.0	логика	В зимней школе ЗМШ проводилось следствие по делу о том, кто проспал занятия. На суде Андрей Клюев заявил, что занятия проспал Леша Петухов. В свою очередь, Леша Петухов и Дима Трущин дали показания, которые по каким-то причинам не были записаны. В ходе судебного заседания выяснилось, что занятия проспал только один из трех подсудимых и что только он дал правильные показания. Кто проспал занятия?						логика, , 
Алексей Жедь	71	2010.0	логика	В трех урнах лежат шары: в одной – два белых, в другой – два черных, а в третьей – и белый, и черный. На урнах висят таблички ББ, БЧ и ЧЧ так, что содержимое каждой из урн не соответствует табличке. Как, вытащив один шар, определить, в какой урне что лежит?						логика, , 
Алексей Жедь	71	2010.0	логика	Трех людей – Диму Трущина, Лешу Петухова и Андрея Клюева – посадили в ряд так, что Дима видит Лешу и Андрея, Леша видит только Андрея, а Андрей никого не видит. Затем им показали 5 колпаков – 3 красных и 2 белых, завязали глаза и надели каждому на голову красный колпак. После этого им развязали глаза и каждого спросили, может ли он определить цвет своего колпака. После того, как Дима, затем и Леша ответили «Нет», Андрей понял, какого цвета на нем колпак. Как он рассуждал?						логика, , 
Алексей Жедь	71	2010.0	логика	"На экскурсии в Чернобыль Миша увидел двух двухголовых дракончиков, головы которых спутались. Драконы бывают либо правдивые, т.е. все головы говорят только правду, либо лживые, т.е. все головы всегда лгут. Миша решил помочь дракончикам распутать головы. Но для этого ему надо знать, где чья голова. Он спросил это у дракончиков, на что головы ответили:        			             первая голова: я – правдивая голова;
			вторая голова: третья голова – моя родная голова;
			третья голова: вторая голова – не родная мне голова;
				четвертая голова: третья голова – лживая.
Какие головы принадлежат каким дракончикам?"						логика, , 
Алексей Жедь	71	2010.0	логика	"Предположим, что справедливы следующие утверждения:
а) Среди людей, имеющих черепашек-мутантов, есть такие, которые не являются сумасшедшими докторами.
б) Люди, выращивающие пиццу, но не являющиеся сумасшедшими докторами, не имеют черепашек-мутантов.
Верно ли тогда, что не все владельцы черепашек-мутантов выращивают пиццу (вероятно, чтобы их кормить)?"						логика, , 
Алексей Жедь	72	2010.0	логика	"""Все критяне – лжецы"", – сказал философ с острова Крит. Какие из следующих утверждений верны, а какие нет, а о каких ничего нельзя сказать? Ответ обоснуйте.
Все критяне – лжецы.
Все критяне говорят правду.
Философ – лжец.
Философ говорит правду.
Среди критян есть лжецы.
Среди критян есть говорящие правду."	отрицания					логика, отрицания, 
Алексей Жедь	72	2010.0	логика	"На заключительной олимпиаде в ЛМШ в каждом туре все ученики решили все задачи. Какие из перечисленных ниже утверждений должны быть истинны, чтобы это утверждение стало неверным?
Был ученик, который в каждом туре не решил хотя бы одну задачу.
В каждом туре все ученики не решили хотя бы одну задачу..
Был ученик, который в каждом туре решил все задачи.
Был тур, в котором ни один из учеников не решил все задачи.
Был ученик, который в одном из туров решил все задачи.
Во всей олимпиаде была задача (придуманная Лешей Петуховым), которую не решил ни один человек.
В каждом туре все ученики решили хотя бы одну задачу."	отрицания					логика, отрицания, 
Алексей Жедь	72	2010.0	логика	Назовем контрольную легкой, если за каждой партой найдется ученик, решивший все задачи. Дайте определение трудной контрольной.	отрицания					логика, отрицания, 
Алексей Жедь	72	2010.0	логика	 Рассмотрим два определения легкой контрольной: 1) в каждом варианте каждую задачу решил хотя бы один ученик; 2) в каждом варианте хоты бы один ученик решил все задачи. Может ли контрольная быть легкой в смысле определения 1) и трудной в смысле определения 2)?	отрицания					логика, отрицания, 
Ираклий Гагуа	62	2010.0	логика	"Придумайте утверждение, которое
а.	может сказать и рыцарь, и лжец
б.	не может сказать ни рыцарь, ни лжец
в.	может сказать только рыцарь
г.    Может сказать только лжец
1.	может сказать только лжец рыцарю
2.	может сказать только рыцарь лжецу 
3.	может сказать только лжец лжецу
4.	может сказать только рыцарь рыцарю"						логика, , 
Ираклий Гагуа	62	2010.0	логика	"Островитяне еще делятся на мужчин и женщин.
1.	Для каждого из 4-х типов островитян придумайте утверждение, которое может сказать лишь представитель этого типа.

2.	Придумайте фразу, которою может сказать любой мужчина с острова, а никакая женщина с острова ее сказать не может."						логика, , 
Ираклий Гагуа	63	2010.0	логика	В одной из таких конференций участвовали 50 физиков и 30 химиков. При этом среди физиков было 20 лжецов. Участники конференции сидели за круглым столом и по окончании журналист местной газеты спросил каждо­го, кто был его соседом справа. Все участники конференции ответили оди­наково – химик. А сколько лжецов было среди химиков?						логика, , 
Ираклий Гагуа	63	2010.0	логика	Каждому из 100 участников другой конференции был задан вопрос: «Если не считать вас, то кого больше среди остальных участников – рыцарей или лжецов?». Когда опросили 51 участника, и все ответили, что больше лжецов, опрос прервался. Сколько же на самом деле рыцарей и лжецов среди участников конференции?						логика, , 
Ираклий Гагуа	63	2010.0	логика	А в столице путешественник попал на заседание парламента, который так­же состоял из 100 человек. У него на глазах 60 парламентариев по одному покинули зал заседания и каждый заявлял журналистам: «Среди оставших­ся депутатов лживых больше, чем правдивых». А сколько на самом деле правдивых депутатов насчитывает логиканский парламент?						логика, , 
Ираклий Гагуа	51	2010.0	логика	"Сформулируйте отрицания к следующим утверждениям:
а) На полке стоит 10 книг.
б) x > 7
в) Этот фильм комедия или боевик.
г) У Оли есть книги Пушкина и Чехова.
д) Глаше не 10 лет.
е) Завтра не будет уроков и будет выходной.
ж) Джон не был в Британии или он знает английский."	отрицания					логика, отрицания, 
Ираклий Гагуа	51	2010.0	логика	"Сформулируйте отрицания к следующим утверждениям:
а) Если Джон был в Британии, то он знает английский.
б) Если данное число делится на 5, то оно делится на 15.
в) Если клеток меньше, чем кроликов, то кроликам тесно."	отрицания					логика, отрицания, 
Ираклий Гагуа	51	2010.0	логика	"Назовем преподавателя злым, если
а) он не поставил ни одной пятерки и ни одной четверки
б) хотя бы один ученик получил не больше двух пятерок
в) каждый ученик получил меньше четырех пятерок
г) хотя бы одну положительную оценку никто не получил
д) каждую положительную оценку кто-нибудь не получил
В каждом из пунктов сформулируйте, что значит, что преподаватель не является злым."	отрицания					логика, отрицания, 
Ираклий Гагуа	51	2010.0	логика	"Назовем контрольную лёгкой, если
а) хотя бы один ученик решил все задачи
б) существовала задача, которую решили все
в) нашелся ученик, решивший больше половины задач
г) каждую задачу решило больше половины учеников
д) все отличники решили все трудные задачи
В каждом из пунктов сформулируйте, что значит, что контрольная не является лёгкой."	отрицания					логика, отрицания, 
Елена Фадеева	51	2016.0	логика	Выйдя на улицу, вы встретили на дороге троих аборигенов и спросили каждого: «Сколько рыцарей среди твоих спутников?» Первый ответил: «Ни одного», второй ответил: «Один». Что сказал третий?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	За столом сидело 9 жителей острова. Каждый из них сказал – «Мои соседи – лжец и рыцарь». Сколько рыцарей могло быть среди них? А если за столом сидело 11 человек?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	К группе из четырёх аборигенов вы обратились с вопросом: «Сколько рыцарей среди вас?» Они ответили так. Первый: «Все мы лжецы», второй: «Среди нас один лжец», третий: «Среди нас два лжеца», четвёртый: «Я ни разу не солгал и сейчас не лгу». Сможете ли вы определить, кем являлся четвёртый абориген?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	Вы наняли проводником одного из жителей острова. По дороге вы встретили другого туземца и послали своего проводника узнать, кто он. Проводник вернулся и сообщил, что тот туземец назвался лжецом. Рыцарь или лжец ваш проводник?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	На острове рыцарей и лжецов живет ровно 100 жителей. Некоторые из них дружат. Каждого из них спросили: «Сколько рыцарей среди твоих друзей на этом острове?» Среди ответов каждое число от 0 до 99 встретилось ровно по 1 разу. Сколько на этом острове рыцарей?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	На острове живут рыцари и лжецы (есть и те, и другие). Некторые жители заявили, что на острове четное число рыцарей, а остальные заявили, что на острове нечетное число лжецов. Может ли число жителей острова быть нечетным?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	На острове рыцарей и лжецов 1234 жителя. Однажды все жители острова разбились на пары, и каждый про своего соседа по паре сказал: «Он - рыцарь» либо «Он – лжец». Могло ли в итоге оказаться,что тех и других фраз произнесено поровну?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	"Среди трех человек, А, В и С, есть рыцарь, лжец и хитрец. Они сказали:
А: Я хитрец.
В: Это правда.
С: Я не хитрец.
Кем в действительности являются А, В и С?"	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	"Среди трех человек, А, Б и В, есть рыцарь, лжец и хитрец. Они сказали: 
А: «Я хитрец». 
Б: «И А, и В иногда говорят правду».
 В: «Б хитрец». 
Кто из них кто?"	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	Путешественник встретил трех островитян. На вопрос «Есть ли среди вас лжецы?» все трое ответили «Да». Что можно узнать по этому ответу?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	Путешественник увидел трех островитян, сидящих за круглым столом: рыцаря, лжеца и хитреца. На вопрос «Кто твой сосед справа?» все трое ответили по-разному. Может ли путешественник узнать кто есть кто?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	Перед вами трое жителей острова: лжец, рыцарь и хитрец, которые знают, кто из них кто. Как узнать, кто из них кто? Вопросы можно задавать в любом количестве.	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	Среди четырех островитян три рыцаря и хитрец. Как найти хитреца, задав 3 вопроса, отвечать на которые можно только «Да» или «Нет»?	рыцари					логика, рыцари, 
Елена Фадеева	51	2016.0	логика	 Перед вами лжец, рыцарь и два хитреца. Докажите, что хитрецы могут договориться отвечать так, что вы никогда не узнаете, кто есть кто.	рыцари					логика, рыцари, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Квадратная площадь размером 10 на 10 выложена квадратными плитами 11 двух
цветов — белого и красного. Какое наибольшее число красных плит может оказаться
среди них, если известно, что красные плиты не соприкасаются а) сторонами; б)
сторонами и уголками."	блоки					оценка + пример, блоки, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Новогодняя гирлянда, висящая вдоль школьного коридора, состоит из красных
и синих лампочек. Рядом с каждой красной лампочкой обязательно есть синяя. Какое
наибольшее число красных лампочек может быть в этой гирлянде, если всего лампочек
50?"	блоки					оценка + пример, блоки, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Поле для игры «морской бой» имеет вид квадрата 8 на 8. Где–то на этом поле
расположен флагман 1 на 4. Какое наименьшее число выстрелов необходимо совершить,
чтобы гарантировано ранить корабль?"	блоки					оценка + пример, блоки, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Какое наибольшее число а) ладей, б) ферзей, в) королей, г) коней, д) слонов
можно поставить на шахматную доску так, чтобы они не били друг друга?"	блоки					оценка + пример, блоки, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Какое наибольшее число клеток можно закрасить в квадрате 8 на 8 так, чтобы
в каждом трехклеточном уголке оставалась по меньшей мере одна незакрашенная
клетка?"	блоки					оценка + пример, блоки, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Какое наибольше количество натуральных чисел, не превосходящих 1000 можно
выбрать так, чтобы ни одно из этих чисел не делилось на разность никаких двух
Других."	блоки					оценка + пример, блоки, 
Дмитрий Трущин	52	2017.0	оценка + пример	"Из 27 одинаковых кубиков сложен куб 3 на 3 на 3. Никита хочет раскрасить эти
кубики так, чтобы одноцветные кубики не соприкасались (даже вершинами). Какое
наименьшее число цветов ему понадобится?"	блоки					оценка + пример, блоки, 
ЗМШ 13	10	2013.0	переливания	Три брата-акробата купили сосуд, полностью заполненный 24 литрами рома, и три пустых сосуда объемом 5, 11 и 13 литров. За какое минимальное количество переливаний братцы смогут разделить ром на три равные части?						переливания, , 
ЗМШ 13	10	2013.0	взвешивания	Один из 12-ти биллиардных шаров бракованный. Неизвестно, насколько он отличается от стандартных. У Вас есть чашечные весы-противовесы, на которых Вы можете сравнивать вес шаров. Какое минимальное количество взвешиваний гарантирует нахождение бракованного шара? 						взвешивания, , 
ЗМШ 13	10	2013.0	переливания	Отмерьте ровно 4 литра, если у вас есть 3-литровая банка, 5-литровая банка и неограниченный доступ к воде. 						переливания, , 
ЗМШ 13	10	2013.0	взвешивания	У вас 10 мешков с монетами, по 1000 монет в каждом. В одном из мешков все монеты фальшивые. Настоящая монета весит 1 г., фальшивая – 1,1 г. Имея точные весы, как определить мешок с фальшивыми монетами с помощью только одного взвешивания? Что если неизвестно, сколько мешков было с фальшивыми монетами? 	монеты					взвешивания, монеты, 
ЗМШ 13	10	2013.0	взвешивания	Среди 101 одинаковых по виду монет одна фальшивая, отличающаяся по весу. Как с помощью чашечных весов без гирь за два взвешивания определить, легче или тяжелее фальшивая монета? Hаходить фальшивую монету не требуется. 						взвешивания, , 
ЗМШ 13	10	2013.0	взвешивания	Лиса Алиса и Кот Базилио – фальшивомонетчики. Базилио делает монеты тяжелее настоящих, а Алиса – легче. У Буратино есть 15 одинаковых по внешнему виду монет, но какая-то одна – фальшивая. Как двумя взвешиваниями на чашечных весах без гирь Буратино может определить, кто сделал фальшивую монету – Кот Базилио или Лиса Алиса? 						взвешивания, , 
ЗМШ 13	10	2013.0	взвешивания	Имеюся 6 гирь весом 1, 2, 3, 4, 5 и 6 г. На них нанесены соответствующие надписи. Птичка принесла на хвосте слух, что одна из гирь подписана неверно. Как при помощи двух взвешиваний на чашечных весах определить, верна ли имеющаяся на гирях маркировка?						взвешивания, , 
ЗМШ 13	10	2013.0	взвешивания	В аптеку поступило сильнодействующее лекарство - 8 упаковок по 150 таблеток. Следом пришло сообщение, что в этой партии есть несколько упаковок с бракованными таблетками - их вес на 1 мг больше нормальной дозы. Как за одно взвешивание выявить все упаковки с бракованными таблетками? Упаковки можно вскрывать.						взвешивания, , 
